steps,timer_ciph_comp_vec_LW,timer_ciph_conf_vec_LW,timer_plain_comp_vec_LW,timer_plain_conf_vec_LW
96.0,2841.256022471,231.26341149700002,0.02234038,0.001083074
97.0,2851.370066019,231.26341149700002,0.022578897,0.001083074
98.0,2860.362641534,231.26341149700002,0.022817955,0.001083074
99.0,2868.4285763850003,231.26341149700002,0.023051822,0.001083074
100.0,2875.518344729,231.26341149700002,0.023287579,0.001083074
101.0,3071.499599564,231.26341149700002,0.023521036000000002,0.001083074
102.0,3089.4604735870003,231.26341149700002,0.023757884,0.001083074
103.0,3106.1590905870003,231.26341149700002,0.024002430999999998,0.001083074
104.0,3121.6205839900003,231.26341149700002,0.024237958000000004,0.001083074
105.0,3135.8644328550004,231.26341149700002,0.024479505999999998,0.001083074
106.0,3147.2278607360004,231.26341149700002,0.024704753000000003,0.001083074
107.0,3157.391881422,231.26341149700002,0.02492316,0.001083074
108.0,3166.433792276,231.26341149700002,0.025169267000000002,0.001083074
109.0,3174.513869852,231.26341149700002,0.025400164000000003,0.001083074
110.0,3181.632080063,231.26341149700002,0.025629202000000004,0.001083074
111.0,3378.1190271190003,231.26341149700002,0.025859438999999998,0.001083074
112.0,3396.0415275070004,231.26341149700002,0.026088586000000004,0.001083074
113.0,3412.7048743100004,231.26341149700002,0.026317412999999998,0.001083074
114.0,3428.068413279,231.26341149700002,0.026546319999999998,0.001083074
115.0,3442.2676252640003,231.26341149700002,0.026781297000000003,0.001083074
116.0,3453.60937384,231.26341149700002,0.027012814000000003,0.001083074
117.0,3463.7527218200003,231.26341149700002,0.027243062,0.001083074
118.0,3472.7542464890003,231.26341149700002,0.027465088,0.001083074
119.0,3480.813436788,231.26341149700002,0.027691185,0.001083074
120.0,3487.9018427120004,231.26341149700002,0.027941452999999998,0.001083074
121.0,3684.063316009,231.26341149700002,0.02816237,0.001083074
122.0,3702.0483865170004,231.26341149700002,0.028389677000000002,0.001083074
123.0,3718.785828515,231.26341149700002,0.028603514000000003,0.001083074
124.0,3734.309664374,231.26341149700002,0.028831831000000002,0.001083074
125.0,3748.6020466030004,231.26341149700002,0.029056737,0.001083074
126.0,3759.988824501,231.26341149700002,0.029281844,0.001083074
127.0,3770.127071277,231.26341149700002,0.029507431,0.001083074
128.0,3779.140153572,231.26341149700002,0.029730977999999998,0.001083074
129.0,3787.2055075360004,231.26341149700002,0.029957365,0.001083074
130.0,3794.297302071,231.26341149700002,0.030188152000000003,0.001083074
131.0,3990.4578066800004,231.26341149700002,0.030412509000000004,0.001083074
132.0,4008.3663323640003,231.26341149700002,0.030638776,0.001083074
133.0,4025.037383317,231.26341149700002,0.030862593,0.001083074
134.0,4040.3992910790002,231.26341149700002,0.031088730000000002,0.001083074
135.0,4054.6380032750003,231.26341149700002,0.031316217,0.001083074
136.0,4066.0009408270002,231.26341149700002,0.031542534000000004,0.001083074
137.0,4076.0805992900005,231.26341149700002,0.031771821,0.001083074
138.0,4085.062209084,231.26341149700002,0.032002348,0.001083074
139.0,4093.1217886130003,231.26341149700002,0.032224005,0.001083074
140.0,4100.21281798,231.26341149700002,0.032446252,0.001083074
141.0,4296.13033903,231.26341149700002,0.032678159,0.001083074
142.0,4314.045057633,231.26341149700002,0.032909126000000004,0.001083074
143.0,4330.722182760001,231.26341149700002,0.033146704,0.001083074
144.0,4346.1392611050005,231.26341149700002,0.033379941,0.001083074
145.0,4360.379307087001,231.26341149700002,0.033613348,0.001083074
146.0,4371.699980725,231.26341149700002,0.033845145,0.001083074
147.0,4381.814321404,231.26341149700002,0.034073832,0.001083074
148.0,4390.8187419430005,231.26341149700002,0.034298179,0.001083074
149.0,4398.86016815,231.26341149700002,0.034527276,0.001083074
150.0,4405.937144150001,231.26341149700002,0.034753563,0.001083074
151.0,4601.815710265,231.26341149700002,0.03497902,0.001083074
152.0,4619.73996979,231.26341149700002,0.035202627,0.001083074
153.0,4636.397639402,231.26341149700002,0.035433904,0.001083074
154.0,4651.762932384,231.26341149700002,0.035648721,0.001083074
155.0,4665.976222751,231.26341149700002,0.035904209,0.001083074
156.0,4677.337449154,231.26341149700002,0.036140106,0.001083074
157.0,4687.445495123,231.26341149700002,0.036370403,0.001083074
158.0,4696.458542003001,231.26341149700002,0.036598160000000005,0.001083074
159.0,4704.518717013,231.26341149700002,0.036826267,0.001083074
160.0,4711.596608344001,231.26341149700002,0.037068185000000003,0.001083074
161.0,4907.699721608,231.26341149700002,0.037320333000000004,0.001083074
162.0,4925.670815752001,231.26341149700002,0.037545379000000004,0.001083074
163.0,4942.392517735,231.26341149700002,0.037781867000000004,0.001083074
164.0,4957.912561094,231.26341149700002,0.038015784000000004,0.001083074
165.0,4972.152580899,231.26341149700002,0.038250831,0.001083074
166.0,4983.5059363830005,231.26341149700002,0.038479948,0.001083074
167.0,4993.668889490001,231.26341149700002,0.038711975,0.001083074
168.0,5002.752504786,231.26341149700002,0.038951783000000004,0.001083074
169.0,5010.840044567,231.26341149700002,0.03919321,0.001083074
170.0,5017.9462252700005,231.26341149700002,0.039409947,0.001083074
171.0,5214.3403174390005,231.26341149700002,0.039645184,0.001083074
172.0,5232.32605469,231.26341149700002,0.039898042,0.001083074
173.0,5249.026658206,231.26341149700002,0.040128689,0.001083074
174.0,5264.471668853001,231.26341149700002,0.040363886,0.001083074
175.0,5278.757266474,231.26341149700002,0.040598444000000004,0.001083074
176.0,5290.179659304001,231.26341149700002,0.040835881000000004,0.001083074
177.0,5300.302954155,231.26341149700002,0.041062358,0.001083074
178.0,5309.299314588,231.26341149700002,0.041289265,0.001083074
179.0,5317.3789761650005,231.26341149700002,0.041512532000000005,0.001083074
180.0,5324.485111181,231.26341149700002,0.041738949000000004,0.001083074
181.0,5520.893024280001,231.26341149700002,0.041963296000000004,0.001083074
182.0,5538.84485793,231.26341149700002,0.042191523,0.001083074
183.0,5555.503748133,231.26341149700002,0.04241852,0.001083074
184.0,5570.950205723,231.26341149700002,0.042643177000000004,0.001083074
185.0,5585.211716854001,231.26341149700002,0.042863444,0.001083074
186.0,5596.5486102370005,231.26341149700002,0.043093051,0.001083074
187.0,5606.667887566,231.26341149700002,0.043322228000000004,0.001083074
188.0,5615.691678151,231.26341149700002,0.043548875,0.001083074
189.0,5623.756354904001,231.26341149700002,0.043774092,0.001083074
190.0,5630.852949156,231.26341149700002,0.044005479,0.001083074
191.0,5827.153276347,231.26341149700002,0.044228646,0.001083074
192.0,5845.110892929,231.26341149700002,0.044460653,0.001083074
193.0,5861.8270133450005,231.26341149700002,0.04469306,0.001083074
194.0,5877.27824063,231.26341149700002,0.044920347,0.001083074
195.0,5891.557785284001,231.26341149700002,0.045151574,0.001083074
196.0,5902.946872552,231.26341149700002,0.045382761,0.001083074
197.0,5913.124353298001,231.26341149700002,0.045616789000000005,0.001083074
198.0,5922.148155571001,231.26341149700002,0.045852126,0.001083074
199.0,5930.211343577001,231.26341149700002,0.046079823,0.001083074
200.0,5937.307028429001,231.26341149700002,0.04631575,0.001083074
201.0,6133.312813179,231.26341149700002,0.046532437,0.001083074
202.0,6151.268243835,231.26341149700002,0.046756564,0.001083074
203.0,6167.972528206001,231.26341149700002,0.046990231,0.001083074
204.0,6183.429456491001,231.26341149700002,0.047223378,0.001083074
205.0,6197.652854105,231.26341149700002,0.047456215,0.001083074
206.0,6209.016539037,231.26341149700002,0.047689982,0.001083074
207.0,6219.159400486001,231.26341149700002,0.047955811,0.001083074
208.0,6228.2110349310005,231.26341149700002,0.048187048,0.001083074
209.0,6236.2580938010005,231.26341149700002,0.048421895,0.001083074
210.0,6243.343906057001,231.26341149700002,0.048647312000000005,0.001083074
211.0,6439.459049314,231.26341149700002,0.048875989,0.001083074
212.0,6457.338594975,231.26341149700002,0.049106016,0.001083074
213.0,6474.004482889,231.26341149700002,0.049340074000000005,0.001083074
214.0,6489.448497112,231.26341149700002,0.049567331,0.001083074
215.0,6503.694548009001,231.26341149700002,0.049801478,0.001083074
216.0,6515.088834058,231.26341149700002,0.050032295000000004,0.001083074
217.0,6525.246218403,231.26341149700002,0.050257892000000005,0.001083074
218.0,6534.266272765,231.26341149700002,0.050487569,0.001083074
219.0,6542.356940756001,231.26341149700002,0.050711196,0.001083074
220.0,6549.470689152,231.26341149700002,0.050933033,0.001083074
221.0,6745.997400937001,231.26341149700002,0.05116171,0.001083074
222.0,6764.038833822,231.26341149700002,0.051389597,0.001083074
223.0,6780.859621599,231.26341149700002,0.051614334000000005,0.001083074
224.0,6796.383793519,231.26341149700002,0.051836481000000004,0.001083074
225.0,6810.695428237001,231.26341149700002,0.052087559000000005,0.001083074
226.0,6822.167131204001,231.26341149700002,0.052319746,0.001083074
227.0,6832.4372829740005,231.26341149700002,0.052551123000000005,0.001083074
228.0,6841.558074411,231.26341149700002,0.052783290000000004,0.001083074
229.0,6849.655384317,231.26341149700002,0.053006187,0.001083074
230.0,6856.782564665001,231.26341149700002,0.053235724000000005,0.001083074
231.0,7053.654597168001,231.26341149700002,0.053464651,0.001083074
232.0,7071.6876125730005,231.26341149700002,0.053699038000000004,0.001083074
233.0,7088.456045338001,231.26341149700002,0.053924905,0.001083074
234.0,7103.886762389,231.26341149700002,0.054157462,0.001083074
235.0,7118.130833067001,231.26341149700002,0.054385549000000005,0.001083074
236.0,7129.512447916,231.26341149700002,0.054616286,0.001083074
237.0,7139.6631081020005,231.26341149700002,0.054852064,0.001083074
238.0,7148.680043806001,231.26341149700002,0.055085951,0.001083074
239.0,7156.763466456,231.26341149700002,0.055316838,0.001083074
240.0,7163.881298876,231.26341149700002,0.055544275,0.001083074
241.0,7360.643607546001,231.26341149700002,0.055771092,0.001083074
242.0,7378.683922868,231.26341149700002,0.05600375900000001,0.001083074
243.0,7395.422420693,231.26341149700002,0.056231366,0.001083074
244.0,7410.885176436001,231.26341149700002,0.05646207300000001,0.001083074
245.0,7425.097312531,231.26341149700002,0.056689670000000005,0.001083074
246.0,7436.473850519001,231.26341149700002,0.056926868,0.001083074
247.0,7446.648512198,231.26341149700002,0.057166105,0.001083074
248.0,7455.714124186001,231.26341149700002,0.057388312000000004,0.001083074
249.0,7463.785077785001,231.26341149700002,0.057617939,0.001083074
250.0,7470.8896847900005,231.26341149700002,0.057854066,0.001083074
251.0,7667.089587392001,231.26341149700002,0.05809203400000001,0.001083074
252.0,7684.9502513610005,231.26341149700002,0.058319460999999996,0.001083074
253.0,7701.653221143,231.26341149700002,0.058547088000000004,0.001083074
254.0,7717.084699054,231.26341149700002,0.058781835,0.001083074
255.0,7731.348350612,231.26341149700002,0.059017832,0.001083074
256.0,7742.7445032470005,231.26341149700002,0.059254560000000005,0.001083074
