timer_conf_LW_vec,timer_conf_FD_vec
0.0011122550000000001,0.0009620820000000001
0.001093824,0.000954911
0.0010937750000000002,0.0009621520000000001
0.001084244,0.000945562
0.001092525,0.0009580220000000001
0.001089954,0.0009602720000000001
0.0010954650000000001,0.0009590410000000001
0.0011134550000000002,0.0009596820000000001
0.0010920440000000001,0.0009587510000000001
0.001096334,0.000966432
0.0011225550000000001,0.0009618420000000001
0.001082094,0.0009621320000000001
0.001101104,0.0009613410000000001
0.0010963840000000002,0.000980563
0.0010919340000000001,0.0009738020000000001
0.001094865,0.000953362
0.001099095,0.0009692910000000001
0.0010980550000000001,0.000960302
0.001100995,0.0009638320000000001
0.0010829050000000001,0.0009679420000000001
0.001113845,0.0009698720000000001
0.001088075,0.0009701620000000001
0.001113285,0.000973482
0.001098665,0.000983652
0.001086425,0.0009762220000000001
0.001088645,0.0009785520000000002
0.001154106,0.0009588320000000001
0.001113555,0.0009546610000000001
0.0011179850000000002,0.000957081
0.0011209850000000001,0.000961411
0.0010922150000000001,0.000962851
0.001110995,0.0009495010000000001
0.001109835,0.000957012
0.001082824,0.000981502
0.001078614,0.0009652710000000001
0.001076495,0.000962122
0.001080524,0.000966982
0.001070694,0.000963402
0.001086904,0.000962692
0.001073504,0.000980992
0.0010776240000000001,0.000964662
0.001061074,0.000957392
0.001081694,0.0009635220000000001
0.0010836840000000001,0.000956432
0.001082875,0.0009553210000000001
0.0010749140000000002,0.0009569610000000001
0.001081174,0.0009530710000000001
0.001095684,0.001311309
0.001086104,0.0009695410000000001
0.001086044,0.0009508510000000001
0.001074644,0.000948611
0.001091294,0.0009612020000000001
0.001076345,0.0009541310000000001
0.001077794,0.0009518720000000001
0.001105335,0.0009594720000000001
0.0010828740000000002,0.000956061
0.001071574,0.0009666620000000001
0.0010900740000000001,0.000979512
0.001080964,0.0009517120000000001
0.0010799050000000001,0.0009698720000000001
0.001069454,0.0009673720000000001
0.001092035,0.000955751
0.001079034,0.0009492010000000001
0.001087915,0.0009471810000000001
0.001093495,0.000948171
0.0010913140000000001,0.000950271
0.001092454,0.000957942
0.0010570240000000002,0.000944431
0.001083814,0.0009552610000000001
0.001087015,0.0009520220000000001
0.001086015,0.000957541
0.001080624,0.000951731
0.001081664,0.0009591310000000001
0.001058424,0.0009541910000000001
0.0010651740000000001,0.0009447910000000001
0.001079024,0.0009464310000000001
0.001060523,0.0009757110000000001
0.001078214,0.0009659120000000001
0.001083324,0.000979422
0.0010673640000000001,0.0009743420000000001
0.001054903,0.0009410410000000001
0.001067094,0.0009550720000000001
0.0010847340000000002,0.0009502110000000001
0.001080124,0.000948941
0.0010721440000000001,0.0009426910000000001
0.0010665940000000001,0.000948811
0.0010913140000000001,0.0009464720000000001
0.001080865,0.0009418510000000001
0.001072644,0.000981232
0.001100784,0.000959292
0.0010871540000000001,0.0009755120000000001
0.001086315,0.0009595820000000001
0.001090035,0.000968112
0.001070074,0.000980182
0.001077405,0.001095585
0.0010619330000000001,0.0011014640000000001
0.001065774,0.0011061250000000001
0.001088034,0.001092934
0.001055104,0.001103505
0.0010713440000000001,0.001110085
0.0010863198600000001,0.0009726124499999998
