LW_time_step_openFHE,LW_double_bootstrapping_time_step_openFHE,FD_time_step_openFHE,LW_time_step_plain,FD_time_step_plain
20.81174634409091,30.4271952957,10.463699604333334,6.918699100000001e-5,2.4144595000000002e-5
