length,sol_ciph_FD,sol_ciph_LW,sol_exact
64.0,0.1135406991281297,0.039727442643250385,0.037509535691926874
64.0,0.1109790486504779,0.029954677269507717,0.028452873945971794
64.0,0.10734912341146093,0.01989389186753407,0.019122195469994
64.0,0.10268498440178811,0.009638721536633308,0.009607359798384766
64.0,0.09703266723909973,-0.0007063018197093958,-1.2003637716617323e-17
64.0,0.09044533054928167,-0.011045097472251434,-0.009607359798384788
64.0,0.08298680331035638,-0.021276064326886012,-0.019122195469994024
64.0,0.07472926638920209,-0.03130587052759883,-0.028452873945971822
64.0,0.06575195243279713,-0.04102993197708075,-0.037509535691926894
64.0,0.05614192400639176,-0.05036125842931031,-0.04620496010437074
64.0,0.04599090084039564,-0.05921203363861732,-0.05445540549280898
64.0,0.03539629139994421,-0.06748631788111065,-0.0621814155579988
64.0,0.02446140855601405,-0.07511081400669939,-0.06930858459954567
64.0,0.013291367364701713,-0.08201208628070511,-0.07576827408347259
64.0,0.0019923120519139675,-0.0881241870533973,-0.08149827366882385
64.0,-0.009324887558135892,-0.09339018439087134,-0.08644340032725614
64.0,-0.020552858536000383,-0.09775130167970465,-0.09055602978576754
64.0,-0.031582342433174836,-0.10117740841967861,-0.09379655517448067
64.0,-0.04230836442789652,-0.10363007802296473,-0.09613376846245078
64.0,-0.05262586937190112,-0.10507670704814577,-0.09754516100806404
64.0,-0.062437497640394975,-0.10551538770384142,-0.0980171403295605
64.0,-0.07164789494474051,-0.10493971115832831,-0.09754516100806403
64.0,-0.08016770833994168,-0.10335388794962465,-0.09613376846245078
64.0,-0.08791641430153237,-0.10076796073187297,-0.09379655517448067
64.0,-0.09481816904916601,-0.0972141370941303,-0.09055602978576754
64.0,-0.10080596138509451,-0.09272143262112985,-0.08644340032725613
64.0,-0.10582361017137465,-0.08734015644897,-0.08149827366882384
64.0,-0.10982156484170175,-0.08111670755696235,-0.07576827408347257
64.0,-0.1127628970244325,-0.07411262004023828,-0.06930858459954566
64.0,-0.11461820378505816,-0.06639224988985772,-0.0621814155579988
64.0,-0.11536762926540052,-0.058034969567481776,-0.05445540549280898
64.0,-0.11500759538391347,-0.04911614571300737,-0.04620496010437072
64.0,-0.11354010752292068,-0.03972454014828869,-0.03750953569192688
64.0,-0.11097914895588272,-0.029953355312205696,-0.028452873945971815
64.0,-0.10734947777546752,-0.019890560459723528,-0.01912219546999399
64.0,-0.10268564225122845,-0.009637686286307654,-0.009607359798384766
64.0,-0.09562805269734893,0.0014420877818101944,4.778334768033569e-17
64.0,-0.08298669912914372,0.021278566068521222,0.019122195469994035
64.0,-0.06954595919679532,0.04091008468042982,0.0380602337443568
64.0,-0.05543559312690646,0.06014721726256412,0.056631731161921085
64.0,-0.04079121591530354,0.07880468275875153,0.0746578340503429
64.0,-0.02575448013593132,0.09670307127734072,0.09196494118473622
64.0,-0.010468985039416548,0.1136726811956859,0.10838637566236986
64.0,0.004917488301404675,0.12954653258162502,0.12376399009235514
64.0,0.02025586108511982,0.14417027439509345,0.13794968964147186
64.0,0.03539967254861413,0.1574094943688479,0.15080685826836998
64.0,0.050202271958987944,0.16913010820644028,0.16221167441072928
64.0,0.06452155305471674,0.17922286338558444,0.17205430345459197
64.0,0.07821944511915097,0.18758817771152128,0.18023995550173738
64.0,0.09116340266341275,0.19414825160534574,0.18668979824821896
64.0,0.10323034925281109,0.19883838123980108,0.19134171618254533
64.0,0.11430247502952567,0.20161276730309455,0.19415090879201194
64.0,0.12427391479530914,0.20244764756303082,0.19509032201612872
64.0,0.1330486650199064,0.2013332328985209,0.19415090879201194
64.0,0.14054267985446223,0.1982771065950085,0.1913417161825453
64.0,0.14668244881254108,0.1933126838028531,0.18668979824821894
64.0,0.15140942691431336,0.18648552512588004,0.18023995550173735
64.0,0.1546784782726219,0.1778633877159379,0.17205430345459194
64.0,0.15645802216525534,0.1675277541403412,0.16221167441072926
64.0,0.15673158402677576,0.1555800408473775,0.15080685826836995
64.0,0.15549440675511725,0.14213403605161318,0.1379496896414718
64.0,0.15276064897649339,0.12731891715041554,0.123763990092355
64.0,0.1485548340021606,0.11127391942870113,0.10838637566236982
64.0,0.14291913722673444,0.0941582875120051,0.09196494118473617
64.0,0.135906503950229,0.07614245273088065,0.07465783405034276
64.0,0.12758578916835903,0.057386865730310994,0.05663173116192101
64.0,0.11803619412189428,0.03808355855451737,0.03806023374435673
64.0,0.10734930589712798,0.018407209525711163,0.019122195469994052
64.0,0.095628557919602,-0.001440371055550812,-2.3891673840167845e-17
64.0,0.08298705078925095,-0.021277477566781684,-0.019122195469994097
64.0,0.06954629968160446,-0.04090665704018084,-0.038060233744356776
64.0,0.05543570633167804,-0.060146001997142845,-0.056631731161921064
64.0,0.04079072806067567,-0.07880432463638656,-0.0746578340503428
64.0,0.0257535299927329,-0.09670592733590443,-0.0919649411847362
64.0,0.010468436042872635,-0.11367139371572955,-0.10838637566236986
64.0,-0.004917577593695007,-0.12954396849397273,-0.12376399009235504
64.0,-0.020255664613779433,-0.14417168684729093,-0.13794968964147183
64.0,-0.03539968393290652,-0.1574063226576638,-0.15080685826837004
64.0,-0.05020256780732288,-0.16913050597851154,-0.16221167441072928
64.0,-0.06452178513232018,-0.17921973297650953,-0.17205430345459197
64.0,-0.07822000494802156,-0.1875882807633912,-0.18023995550173738
64.0,-0.0911642851035385,-0.19415013786733942,-0.18668979824821896
64.0,-0.1032304962154572,-0.1988384097988963,-0.19134171618254533
64.0,-0.11430258170956778,-0.20161333015339603,-0.19415090879201194
64.0,-0.12427420816227067,-0.20244917652079952,-0.19509032201612872
64.0,-0.133049493167565,-0.20133247139744928,-0.1941509087920119
64.0,-0.14054207173607652,-0.19827701662380506,-0.19134171618254533
64.0,-0.14668226066402051,-0.19331183915252456,-0.18668979824821896
64.0,-0.1514096931851777,-0.18648419520938084,-0.18023995550173738
64.0,-0.15467947454440517,-0.1778609237213266,-0.17205430345459194
64.0,-0.15645817308899315,-0.16752809672487307,-0.16221167441072926
64.0,-0.15673159004374038,-0.15557865650371538,-0.15080685826836998
64.0,-0.15549536102995082,-0.14213326646507407,-0.1379496896414718
64.0,-0.1527605003528452,-0.12731720743653124,-0.12376399009235504
64.0,-0.14855489336863092,-0.11127460210369523,-0.10838637566236986
64.0,-0.14291901803080584,-0.09416045446940201,-0.09196494118473617
64.0,-0.13590669101216768,-0.0761423740089192,-0.07465783405034278
64.0,-0.1275861107915951,-0.05738960589791631,-0.05663173116192105
64.0,-0.11803587327831061,-0.03808125038771097,-0.03806023374435671
64.0,-0.10734843000105285,-0.018408188744616423,-0.019122195469994056
64.0,-0.09330313054497695,0.002164825534013674,7.109924016824e-17
64.0,-0.0747290050854715,0.031306679545658044,0.028452873945971832
64.0,-0.05543613970024655,0.06014797134805223,0.056631731161921085
64.0,-0.0356085403461556,0.08840932419112331,0.08426519384872745
64.0,-0.015437860558395846,0.1158188488820538,0.11108713665473019
64.0,0.004881556261445607,0.142116296381469,0.1368392496083416
64.0,0.025153735446907684,0.16703969079299613,0.16127352578428175
64.0,0.04518406456403004,0.19035809117894567,0.18415464974584247
64.0,0.0647789452414955,0.21184390645748805,0.20526226376117884
64.0,0.08374995252913388,0.2312875782326263,0.2243930899687278
64.0,0.10191408273593948,0.24850460892947693,0.24136288805413747
64.0,0.11909708595154443,0.26332718681399864,0.25600822958520975
64.0,0.1351333353121654,0.2756168868839982,0.2681880719170425
64.0,0.14986664753408685,0.28524828189491147,0.27778511650980126
64.0,0.16315797847242985,0.29213667607178156,0.28470693857777923
64.0,0.1748780849150038,0.2962107201733635,0.2888868771906092
64.0,0.18491364352776188,0.2974316761298987,0.2902846772544625
64.0,0.1931688001431188,0.29578825271456843,0.2888868771906092
64.0,0.19956381057544031,0.2912964755819203,0.28470693857777923
64.0,0.20403625737955236,0.2839967150854418,0.2777851165098012
64.0,0.2065431332299021,0.2739624543829666,0.2681880719170425
64.0,0.20706307398390175,0.2612897275921616,0.2560082295852097
64.0,0.20558710454700513,0.24610233500469333,0.24136288805413741
64.0,0.20213129646661285,0.22854435880274845,0.22439308996872775
64.0,0.19672922081900276,0.2087851805914986,0.20526226376117876
64.0,0.18943253998757859,0.18701613325723285,0.18415464974584228
64.0,0.18031190120452004,0.16344242753568058,0.16127352578428167
64.0,0.16945447796022434,0.13829834020592457,0.1368392496083415
64.0,0.15696451034023315,0.11181999979873022,0.11108713665472998
64.0,0.14296323763249344,0.08426898303518136,0.08426519384872734
64.0,0.1275859346360528,0.05590562753179244,0.05663173116192098
64.0,0.110978569404736,0.027003691613075198,0.028452873945971856
64.0,0.09330379206128747,-0.002159694450497607,-3.554962008412e-17
64.0,0.07472957969906913,-0.03130481229756402,-0.028452873945971926
64.0,0.0554360262549815,-0.06014732131225965,-0.05663173116192105
64.0,0.035607693234682845,-0.08840991383598182,-0.08426519384872742
64.0,0.015437158661366041,-0.11581884324664322,-0.11108713665473005
64.0,-0.004881817012951937,-0.14211452555468457,-0.1368392496083416
64.0,-0.025154133070984862,-0.16704237332845379,-0.16127352578428175
64.0,-0.0451842837572173,-0.19035920491001954,-0.18415464974584234
64.0,-0.0647788189496351,-0.2118416602209535,-0.2052622637611788
64.0,-0.08375017825903865,-0.2312854464396134,-0.22439308996872787
64.0,-0.1019137565453589,-0.24850546425225625,-0.24136288805413744
64.0,-0.11909697604582313,-0.2633284337926609,-0.25600822958520975
64.0,-0.13513277970125653,-0.2756171123349206,-0.2681880719170426
64.0,-0.14986757891366545,-0.28524733095136895,-0.27778511650980126
64.0,-0.16315831537550277,-0.29213406900853883,-0.28470693857777923
64.0,-0.17487812458869004,-0.29620882033482276,-0.2888868771906092
64.0,-0.18491398406791926,-0.2974294737052642,-0.2902846772544625
64.0,-0.19316886237621927,-0.29578560711550234,-0.2888868771906091
64.0,-0.19956325577418718,-0.29129318468612375,-0.28470693857777923
64.0,-0.20403611750157424,-0.2839949430098961,-0.27778511650980126
64.0,-0.20654372788012829,-0.27396131974798615,-0.2681880719170426
64.0,-0.20706227755218704,-0.26128999987683776,-0.2560082295852097
64.0,-0.20558632505148924,-0.24609989040872293,-0.24136288805413741
64.0,-0.20213159049750473,-0.22854264818417525,-0.2243930899687278
64.0,-0.19673011704061105,-0.20878325803144973,-0.20526226376117876
64.0,-0.18943237317087638,-0.18701474757495948,-0.18415464974584234
64.0,-0.1803121896870471,-0.16344459728499586,-0.16127352578428175
64.0,-0.1694542422309916,-0.13829982171353028,-0.1368392496083415
64.0,-0.15696499251399218,-0.11182115163391401,-0.11108713665473001
64.0,-0.14296349354547727,-0.08426980913460705,-0.08426519384872741
64.0,-0.12758634419817405,-0.05590263330967763,-0.056631731161920947
64.0,-0.11097863954607323,-0.026998008784838882,-0.02845287394597186
64.0,-0.09007996016033565,0.0028655668151380403,9.373040810652612e-17
64.0,-0.0657523073108433,0.04103387376616164,0.03750953569192694
64.0,-0.04079142773938369,0.0788054643856277,0.0746578340503429
64.0,-0.015437422278013015,0.11582113018260533,0.11108713665473019
64.0,0.010064777044274987,0.15171827921849104,0.1464466094067267
64.0,0.03547001743876159,0.18615624497416722,0.18039572125427608
64.0,0.060533724791186794,0.21880159779263278,0.21260752369181443
64.0,0.08501484620047335,0.24933821151688432,0.24277179945310617
64.0,0.10867751868758668,0.27747516881202844,0.270598050073099
64.0,0.13129338009548477,0.3029379590909558,0.2958182935469468
64.0,0.1526439214952583,0.32548562072279724,0.3181896451432091
64.0,0.1725249513506383,0.3448990804935945,0.3374966565165887
64.0,0.19074518668752088,0.36098943495137575,0.3535533905932743
64.0,0.20712746609756352,0.3736036038535741,0.3662052122466037
64.0,0.2215150627412225,0.3826207211170462,0.37533027751786585
64.0,0.23376977083240782,0.38795233303674337,0.38084070704023065
64.0,0.24377262961158203,0.3895483839346603,0.3826834323650904
64.0,0.25142854670241466,0.38739295427625997,0.38084070704023065
64.0,0.25666258054300384,0.3815069491304747,0.3753302775178658
64.0,0.2594251161361411,0.3719456654308969,0.36620521224660363
64.0,0.25968847626635644,0.3588006709955524,0.35355339059327423
64.0,0.25745222207136437,0.3421999091673078,0.33749665651658867
64.0,0.25273550635427133,0.32230616004136303,0.318189645143209
64.0,0.24558473708875198,0.29930809285967325,0.2958182935469467
64.0,0.2360695241523817,0.273423804039177,0.2705980500730989
64.0,0.22428007333697347,0.24491301441992824,0.24277179945310592
64.0,0.21033100313735664,0.2140415613099144,0.21260752369181435
64.0,0.19435709486412914,0.18110367403437266,0.18039572125427597
64.0,0.17651101020510362,0.14642800771790238,0.14644660940672644
64.0,0.15696517830288537,0.11033785482996665,0.11108713665473004
64.0,0.135906673102853,0.07318839463577823,0.07465783405034276
64.0,0.11354043027634804,0.03533303685021798,0.03750953569192697
64.0,0.09008004831551757,-0.002860357408211119,-4.686520405326306e-17
64.0,0.06575209001230467,-0.0410316225847048,-0.03750953569192706
64.0,0.040791255932807524,-0.07880411062693836,-0.07465783405034286
64.0,0.015436843776367006,-0.1158192128066106,-0.11108713665473015
64.0,-0.010065489190274512,-0.15171889773437247,-0.14644660940672652
64.0,-0.03547077491055334,-0.18615630157823843,-0.18039572125427608
64.0,-0.060534311060248404,-0.21880050126521924,-0.21260752369181443
64.0,-0.0850155817426233,-0.24933849681544462,-0.242771799453106
64.0,-0.10867757222164041,-0.27747421538504524,-0.27059805007309895
64.0,-0.1312930698237373,-0.3029388146267037,-0.2958182935469469
64.0,-0.15264343991676316,-0.3254869342146588,-0.318189645143209
64.0,-0.1725254167677696,-0.34490025761527104,-0.3374966565165887
64.0,-0.19074441652492313,-0.3609870007825393,-0.35355339059327434
64.0,-0.20712704255939268,-0.37360104996068266,-0.3662052122466037
64.0,-0.22151484233961585,-0.3826182533323737,-0.37533027751786585
64.0,-0.23376911905376122,-0.38795007737639914,-0.38084070704023065
64.0,-0.24377284336607136,-0.3895454630450235,-0.3826834323650904
64.0,-0.2514281993341088,-0.38738886939183537,-0.3808407070402306
64.0,-0.2566619952612976,-0.3815031512413702,-0.37533027751786585
64.0,-0.2594248730286653,-0.37194296426306045,-0.3662052122466037
64.0,-0.25968784101498,-0.35879938378564724,-0.35355339059327434
64.0,-0.25745164897022205,-0.3421996989397874,-0.33749665651658867
64.0,-0.25273586114396307,-0.32230318978975153,-0.318189645143209
64.0,-0.24558603478085042,-0.2993061310728027,-0.2958182935469468
64.0,-0.23606973290802197,-0.2734255811773084,-0.2705980500730989
64.0,-0.22428120537346447,-0.24491000638193708,-0.242771799453106
64.0,-0.2103322517514362,-0.2140398010448394,-0.21260752369181443
64.0,-0.1943574696578409,-0.18110554134198575,-0.18039572125427597
64.0,-0.17651057171010082,-0.14642644576743538,-0.1464466094067265
64.0,-0.15696383950496837,-0.11033799098355247,-0.11108713665473013
64.0,-0.13590679033620792,-0.07318731203054918,-0.07465783405034272
64.0,-0.11353998019929464,-0.03533150997443989,-0.03750953569192698
64.0,-0.08598874361230255,0.003536816382970908,1.1545890097649313e-16
64.0,-0.056142095484947196,0.050363729362438985,0.046204960104370744
64.0,-0.02575425830558851,0.09670578559535246,0.09196494118473622
64.0,0.004881605127608193,0.1421163393946922,0.1368392496083416
64.0,0.03547042286613736,0.1861596824302563,0.18039572125427608
64.0,0.0657169202630003,0.22840688029883244,0.22221488349019913
64.0,0.09533187073134128,0.268453421029208,0.2618939949230997
64.0,0.12402757382636147,0.30591805928540494,0.29905092401907074
64.0,0.15152976530990228,0.34043616811924976,0.3333278292388735
64.0,0.17757194979915344,0.3716738836240016,0.36439460524757944
64.0,0.20190512092551446,0.39933407404621796,0.39195206200939753
64.0,0.2242921926401472,0.423149433836966,0.41573480615127284
64.0,0.24452030640552136,0.4428887973745517,0.435513796846149
64.0,0.2623933589697356,0.4583607618960714,0.4510985516013382
64.0,0.2777386750875216,0.4694208667364458,0.4623389807090542
64.0,0.2904097991753601,0.4759584434985282,0.4691268326923463
64.0,0.30028444276377186,0.4779160929036468,0.4713967368259979
64.0,0.30726659366872655,0.4752659006888423,0.4691268326923463
64.0,0.3112894430217599,0.4680422844800079,0.46233898070905416
64.0,0.3123153748778038,0.4563079386944502,0.45109855160133816
64.0,0.31033274388803317,0.44018214929105265,0.43551379684614894
64.0,0.30536197736272147,0.4198177074983753,0.41573480615127284
64.0,0.2974499071952168,0.3954092708572392,0.3919520620093974
64.0,0.28667290765243136,0.367188843553128,0.36439460524757933
64.0,0.27313541316749956,0.3354343541589611,0.3333278292388734
64.0,0.25696818784707925,0.3004478386565461,0.2990509240190704
64.0,0.23832599067297952,0.26257094700763345,0.2618939949230996
64.0,0.21738832448363493,0.222167475213331,0.22221488349019902
64.0,0.19435745793167314,0.1796201988372539,0.18039572125427575
64.0,0.16945453438911334,0.1353452522412779,0.13683924960834143
64.0,0.1429195722377145,0.08976767583570232,0.09196494118473605
64.0,0.11500838188360141,0.04332520040535602,0.04620496010437078
64.0,0.08598878338257697,-0.003536147993950939,-5.772945048824657e-17
64.0,0.05614188091637776,-0.05036236036057508,-0.04620496010437089
64.0,0.025754002375826382,-0.09670300894488602,-0.09196494118473617
64.0,-0.00488204216174854,-0.1421139682051319,-0.13683924960834154
64.0,-0.03547101123917369,-0.18615705190615564,-0.18039572125427586
64.0,-0.06571765802570938,-0.2284032850715772,-0.2222148834901991
64.0,-0.0953318449079206,-0.2684529495984685,-0.2618939949230997
64.0,-0.12402822146056591,-0.30591556958705146,-0.2990509240190705
64.0,-0.15152967740619677,-0.3404361635629553,-0.33332782923887344
64.0,-0.17757196107425233,-0.3716740560750125,-0.3643946052475795
64.0,-0.20190435626873945,-0.39933623814341596,-0.3919520620093975
64.0,-0.22429249364228954,-0.4231506004620683,-0.41573480615127284
64.0,-0.24452004261596538,-0.4428878782147081,-0.43551379684614905
64.0,-0.2623926620940589,-0.45835744882907664,-0.4510985516013382
64.0,-0.27773828476898504,-0.46941561759343825,-0.4623389807090542
64.0,-0.29040959247915726,-0.4759550033089691,-0.4691268326923463
64.0,-0.30028479012327275,-0.4779116424341033,-0.4713967368259979
64.0,-0.30726657494406007,-0.47526489405836114,-0.46912683269234623
64.0,-0.3112897626686734,-0.4680387875027832,-0.4623389807090542
64.0,-0.31231509779845074,-0.4563069760112674,-0.4510985516013382
64.0,-0.3103329115057244,-0.44018109118158094,-0.43551379684614905
64.0,-0.305361721222997,-0.4198130808500917,-0.41573480615127284
64.0,-0.2974498343157344,-0.395403190297217,-0.3919520620093974
64.0,-0.286674157715778,-0.3671869628938257,-0.36439460524757944
64.0,-0.2731363692962454,-0.33543420497721016,-0.3333278292388734
64.0,-0.2569688569705301,-0.3004488108159572,-0.2990509240190705
64.0,-0.2383265583475298,-0.26257393765441966,-0.2618939949230997
64.0,-0.2173889417798981,-0.22216662200011808,-0.22221488349019902
64.0,-0.19435725032471776,-0.17962156144601663,-0.1803957212542758
64.0,-0.16945397709389823,-0.13534631182454626,-0.1368392496083415
64.0,-0.14291931702744057,-0.08976790635078577,-0.091964941184736
64.0,-0.11500763094681332,-0.04332619826994823,-0.046204960104370786
64.0,-0.08107013676376344,0.0041743355332951315,1.36075461513801e-16
64.0,-0.04599098115729087,0.059209704034381756,0.05445540549280898
64.0,-0.01046900201279743,0.11367175331815733,0.10838637566236986
64.0,0.025153189937477425,0.1670414514682196,0.16127352578428175
64.0,0.060533856215969045,0.21880489837865424,0.21260752369181443
64.0,0.09533139587789814,0.26845468736090206,0.2618939949230997
64.0,0.12921116584665268,0.3155210028407559,0.3086582838174551
64.0,0.16184565319295674,0.3595495968798062,0.3524500247088675
64.0,0.19292203165419536,0.40011541171521875,0.3928474791935511
64.0,0.2221406268210761,0.4368299313888484,0.429461597701324
64.0,0.2492202743740197,0.46933897345603637,0.4619397662556435
64.0,0.273899726737505,0.4973226399942079,0.4899692023389578
64.0,0.2959401230263929,0.5205215857500535,0.5132799671593367
64.0,0.31513184897477836,0.5387038740476732,0.5316475653085997
64.0,0.3312875475634972,0.5516994331311136,0.5448951067758185
64.0,0.3442530130239736,0.5593811102545021,0.5528950104948216
64.0,0.35390327026679036,0.5616767730192318,0.5555702330196022
64.0,0.3601450265475384,0.558562741490302,0.5528950104948216
64.0,0.3629182578924311,0.5500694425764338,0.5448951067758185
64.0,0.3621977772149769,0.5362802814219694,0.5316475653085996
64.0,0.357987769429711,0.5173242144018948,0.5132799671593365
64.0,0.35033128600041824,0.49338754006835944,0.48996920233895774
64.0,0.3392994210680324,0.464696261203356,0.4619397662556433
64.0,0.3250011184439035,0.4315310867826236,0.4294615977013239
64.0,0.3075717820366063,0.3942118529645923,0.392847479193551
64.0,0.28718135159605496,0.3530952544255258,0.3524500247088671
64.0,0.2640250425409191,0.30857845279122503,0.3086582838174549
64.0,0.23832603572443556,0.2610919342503407,0.2618939949230996
64.0,0.2103320396691958,0.21108332304951472,0.21260752369181404
64.0,0.18031153560529642,0.1590455250688818,0.16127352578428153
64.0,0.14855507607040253,0.10547882366535681,0.10838637566236965
64.0,0.11536824831749731,0.05089775794341066,0.05445540549280902
64.0,0.08107078793030653,-0.004174795323939542,-6.80377307569005e-17
64.0,0.0459911677715578,-0.0592098670614925,-0.05445540549280915
64.0,0.010468784797436457,-0.11367200870229477,-0.10838637566236979
64.0,-0.025153873398119874,-0.16704216902438757,-0.16127352578428167
64.0,-0.060534209361817366,-0.21880262620857002,-0.21260752369181415
64.0,-0.09533195714149292,-0.268452996376784,-0.2618939949230997
64.0,-0.12921105278714914,-0.31552150962719133,-0.3086582838174551
