length,sol_ciph_LW,sol_exact
64.0,-0.27396121640226817,-0.2681880719170426
64.0,-0.261289680627117,-0.2560082295852097
64.0,-0.24610178239316022,-0.24136288805413741
64.0,-0.22854378946167703,-0.2243930899687278
64.0,-0.20878479490670615,-0.20526226376117876
64.0,-0.18701508864002178,-0.18415464974584234
64.0,-0.16344432483990412,-0.16127352578428175
64.0,-0.1382995028420257,-0.1368392496083415
64.0,-0.11182278102592356,-0.11108713665473001
64.0,-0.08426914470277119,-0.08426519384872741
64.0,-0.0559039504484657,-0.056631731161920947
64.0,-0.027000370594547855,-0.02845287394597186
64.0,0.0028636926431673646,9.373040810652612e-17
64.0,0.04103219112250601,0.03750953569192694
64.0,0.07880552716307364,0.0746578340503429
64.0,0.11581992289862166,0.11108713665473019
64.0,0.15171890946065886,0.1464466094067267
64.0,0.1861567599928583,0.18039572125427608
64.0,0.2188018191557714,0.21260752369181443
64.0,0.2493396971989279,0.24277179945310617
64.0,0.2774762976529881,0.270598050073099
64.0,0.30294064967904205,0.2958182935469468
64.0,0.32548751764180855,0.3181896451432091
64.0,0.34489976287824275,0.3374966565165887
64.0,0.36099043485833804,0.3535533905932743
64.0,0.3736045716151584,0.3662052122466037
64.0,0.3826206921096933,0.37533027751786585
64.0,0.3879519661835747,0.38084070704023065
64.0,0.38954705074641344,0.3826834323650904
64.0,0.3873905842509595,0.38084070704023065
64.0,0.38150333466810116,0.3753302775178658
64.0,0.37194199942420786,0.36620521224660363
64.0,0.35879865940033046,0.35355339059327423
64.0,0.342199892149904,0.33749665651658867
64.0,0.3223055528671802,0.318189645143209
64.0,0.2993072349225035,0.2958182935469467
64.0,0.27342642468460704,0.2705980500730989
64.0,0.24491236851388995,0.24277179945310592
64.0,0.21403967234758098,0.21260752369181435
64.0,0.18110565712529567,0.18039572125427597
64.0,0.1464274954237488,0.14644660940672644
64.0,0.11033915690081189,0.11108713665473004
64.0,0.0731881919851479,0.07465783405034276
64.0,0.035332384763613486,0.03750953569192697
64.0,-0.002863692640840728,-4.686520405326306e-17
64.0,-0.04103219111667974,-0.03750953569192706
64.0,-0.07880552715631704,-0.07465783405034286
64.0,-0.11581992289285012,-0.11108713665473015
64.0,-0.15171890946409805,-0.14644660940672652
64.0,-0.18615675999394465,-0.18039572125427608
64.0,-0.2188018191601388,-0.21260752369181443
64.0,-0.2493396971973633,-0.242771799453106
64.0,-0.27747629765162746,-0.27059805007309895
64.0,-0.30294064966921047,-0.2958182935469469
64.0,-0.3254875176362792,-0.318189645143209
64.0,-0.3448997628715226,-0.3374966565165887
64.0,-0.3609904348540121,-0.35355339059327434
64.0,-0.3736045716113426,-0.3662052122466037
64.0,-0.3826206921070555,-0.37533027751786585
64.0,-0.38795196617673944,-0.38084070704023065
64.0,-0.38954705073906265,-0.3826834323650904
64.0,-0.38739058424955797,-0.3808407070402306
64.0,-0.3815033346721126,-0.37533027751786585
64.0,-0.37194199942621553,-0.3662052122466037
64.0,-0.3587986594072215,-0.35355339059327434
64.0,-0.342199892148773,-0.33749665651658867
64.0,-0.3223055528633402,-0.318189645143209
64.0,-0.2993072349219665,-0.2958182935469468
64.0,-0.2734264246800862,-0.2705980500730989
64.0,-0.24491236851074427,-0.242771799453106
64.0,-0.21403967234649093,-0.21260752369181443
64.0,-0.181105657129562,-0.18039572125427597
64.0,-0.14642749542552533,-0.1464466094067265
64.0,-0.11033915690370066,-0.11108713665473013
64.0,-0.073188191981066,-0.07465783405034272
64.0,-0.03533238476114494,-0.03750953569192698
64.0,0.0035365687670892753,1.1545890097649313e-16
64.0,0.0503632071866235,0.046204960104370744
64.0,0.09670482038676112,0.09196494118473622
64.0,0.14211511330353419,0.1368392496083416
64.0,0.18615675998890752,0.18039572125427608
64.0,0.22840561531838632,0.22221488349019913
64.0,0.2684547997091181,0.2618939949230997
64.0,0.3059186176334812,0.29905092401907074
64.0,0.34043627203210014,0.3333278292388735
64.0,0.3716753390293893,0.36439460524757944
64.0,0.3993349693355995,0.39195206200939753
64.0,0.42314878558570534,0.41573480615127284
64.0,0.44288744771786953,0.435513796846149
64.0,0.45836086161659123,0.4510985516013382
64.0,0.4694200098539512,0.4623389807090542
64.0,0.4759583867846357,0.4691268326923463
64.0,0.4779130242670076,0.4713967368259979
64.0,0.4752650980755842,0.4691268326923463
64.0,0.46804010917147953,0.46233898070905416
64.0,0.4563076381729253,0.45109855160133816
64.0,0.44018067516861414,0.43551379684614894
64.0,0.4198145316373932,0.41573480615127284
64.0,0.39540534467766225,0.3919520620093974
64.0,0.36718818809212644,0.36439460524757933
64.0,0.33543480852222773,0.3333278292388734
64.0,0.300451008389913,0.2990509240190704
64.0,0.2625737008028629,0.2618939949230996
64.0,0.22216766493385776,0.22221488349019902
64.0,0.17962203300836418,0.18039572125427575
64.0,0.13534654270783303,0.13683924960834143
64.0,0.0897675912175679,0.09196494118473605
64.0,0.043324128753277916,0.04620496010437078
64.0,-0.0035365687618038612,-5.772945048824657e-17
64.0,-0.05036320718049384,-0.04620496010437089
64.0,-0.09670482038425794,-0.09196494118473617
64.0,-0.1421151133011692,-0.13683924960834154
64.0,-0.1861567599902781,-0.18039572125427586
64.0,-0.22840561531302356,-0.2222148834901991
64.0,-0.268454799709077,-0.2618939949230997
64.0,-0.30591861762955785,-0.2990509240190705
64.0,-0.34043627202883714,-0.33332782923887344
64.0,-0.37167533902566746,-0.3643946052475795
64.0,-0.39933496932681833,-0.3919520620093975
64.0,-0.423148785586851,-0.41573480615127284
64.0,-0.4428874477125265,-0.43551379684614905
64.0,-0.45836086161148715,-0.4510985516013382
64.0,-0.46942000985117943,-0.4623389807090542
64.0,-0.4759583867848262,-0.4691268326923463
64.0,-0.47791302426491916,-0.4713967368259979
64.0,-0.47526509807056094,-0.46912683269234623
64.0,-0.4680401091764688,-0.4623389807090542
64.0,-0.45630763817161946,-0.4510985516013382
64.0,-0.4401806751695479,-0.43551379684614905
64.0,-0.4198145316332336,-0.41573480615127284
64.0,-0.39540534467544314,-0.3919520620093974
64.0,-0.3671881880884414,-0.36439460524757944
64.0,-0.3354348085265604,-0.3333278292388734
64.0,-0.3004510083879548,-0.2990509240190705
64.0,-0.262573700802569,-0.2618939949230997
64.0,-0.2221676649355858,-0.22221488349019902
64.0,-0.1796220330049008,-0.1803957212542758
64.0,-0.135346542708384,-0.1368392496083415
64.0,-0.08976759121506521,-0.091964941184736
64.0,-0.04332412875602573,-0.046204960104370786
64.0,0.0041753857981553875,1.36075461513801e-16
64.0,0.05920919803509378,0.05445540549280898
64.0,0.11367279332558898,0.10838637566236986
64.0,0.16704165748034214,0.16127352578428175
64.0,0.21880181916116143,0.21260752369181443
64.0,0.268454799716168,0.2618939949230997
64.0,0.3155224137930354,0.3086582838174551
64.0,0.35955137454323344,0.3524500247088675
64.0,0.4001176590057846,0.3928474791935511
64.0,0.4368305916907119,0.429461597701324
64.0,0.4693366069788436,0.4619397662556435
64.0,0.49732265417297655,0.4899692023389578
64.0,0.5205192123415762,0.5132799671593367
64.0,0.538702885961787,0.5316475653085997
64.0,0.5516985562918891,0.5448951067758185
64.0,0.5593810679441047,0.5528950104948216
64.0,0.5616764341157092,0.5555702330196022
64.0,0.5585625491919164,0.5528950104948216
64.0,0.5500694015743351,0.5448951067758185
64.0,0.5362787849174258,0.5316475653085996
64.0,0.5173235104119296,0.5132799671593365
64.0,0.49338612769521006,0.48996920233895774
64.0,0.4646971668629585,0.4619397662556433
64.0,0.4315329182813046,0.4294615977013239
64.0,0.39421277179410824,0.392847479193551
64.0,0.35309614081896173,0.3524500247088671
64.0,0.30857900098606644,0.3086582838174549
64.0,0.2610900766814773,0.2618939949230996
64.0,0.21108671221731187,0.21260752369181404
64.0,0.159050467319815,0.16127352578428153
64.0,0.10548247947687127,0.10838637566236965
64.0,0.05089863769149279,0.05445540549280902
64.0,-0.0041753857910163325,-6.80377307569005e-17
64.0,-0.0592091980301731,-0.05445540549280915
64.0,-0.11367279332568063,-0.10838637566236979
64.0,-0.16704165748061633,-0.16127352578428167
64.0,-0.21880181916218625,-0.21260752369181415
64.0,-0.2684547997113726,-0.2618939949230997
64.0,-0.31552241378838297,-0.3086582838174551
64.0,-0.3595513745412746,-0.3524500247088672
64.0,-0.400117659004686,-0.39284747919355106
64.0,-0.43683059168505284,-0.4294615977013242
64.0,-0.4693366069759626,-0.4619397662556434
64.0,-0.4973226541684263,-0.4899692023389578
64.0,-0.5205192123401002,-0.5132799671593367
64.0,-0.5387028859539039,-0.5316475653085997
64.0,-0.551698556293169,-0.5448951067758185
64.0,-0.5593810679455821,-0.5528950104948216
64.0,-0.5616764341201489,-0.5555702330196022
64.0,-0.5585625491900892,-0.5528950104948215
64.0,-0.550069401574297,-0.5448951067758185
64.0,-0.5362787849200044,-0.5316475653085997
64.0,-0.5173235104115248,-0.5132799671593367
64.0,-0.49338612769439677,-0.48996920233895774
64.0,-0.4646971668593378,-0.4619397662556433
64.0,-0.4315329182740911,-0.429461597701324
64.0,-0.3942127717947102,-0.392847479193551
64.0,-0.3530961408166825,-0.3524500247088672
64.0,-0.3085790009800909,-0.3086582838174551
64.0,-0.2610900766811954,-0.2618939949230996
64.0,-0.21108671221158398,-0.2126075236918141
64.0,-0.15905046731576378,-0.16127352578428164
64.0,-0.10548247947832626,-0.1083863756623696
64.0,-0.05089863769043788,-0.05445540549280903
64.0,0.0047739915788212765,1.5538154097031725e-16
64.0,0.06748497193712347,0.06218141555799884
64.0,0.12954603512728974,0.12376399009235514
64.0,0.1903594991838065,0.18415464974584247
64.0,0.24933969720468774,0.24277179945310617
64.0,0.3059186176366951,0.29905092401907074
64.0,0.35955137454560265,0.3524500247088675
64.0,0.4097214551652945,0.4024548389919364
64.0,0.4559456942006287,0.4485837931713185
64.0,0.4977789269530813,0.4903926402016155
64.0,0.5348182765225848,0.5274787380308852
64.0,0.5667070337302396,0.5594849272637079
64.0,0.5931380924088229,0.586102970801409
64.0,0.6138569070173662,0.6070765223338179
64.0,0.6286639440425795,0.6222035950943677
64.0,0.637416603625974,0.6313385071030754
64.0,0.640030592864809,0.6343932841636459
64.0,0.6364807376213837,0.6313385071030754
64.0,0.6268012249393292,0.6222035950943676
64.0,0.6110852738128466,0.6070765223338179
64.0,0.5894842374512169,0.5861029708014089
64.0,0.5622061456257341,0.5594849272637078
64.0,0.5295137012984045,0.5274787380308851
64.0,0.4917217505639566,0.4903926402016154
64.0,0.44919425056889933,0.4485837931713184
64.0,0.4023407643798106,0.402454838991936
64.0,0.3516125166931248,0.3524500247088673
64.0,0.2974980482577743,0.2990509240190705
64.0,0.24051851099477856,0.2427717994531057
64.0,0.18122264897885165,0.18415464974584222
64.0,0.12018151379256056,0.1237639900923549
64.0,0.05798296493328639,0.062181415557998894
64.0,-0.004773991572206701,-7.769077048515862e-17
64.0,-0.06748497193586406,-0.06218141555799904
64.0,-0.12954603513065324,-0.12376399009235507
64.0,-0.19035949918481987,-0.1841546497458424
64.0,-0.24933969720043767,-0.24277179945310584
64.0,-0.30591861763356426,-0.2990509240190707
64.0,-0.35955137453837144,-0.3524500247088675
64.0,-0.4097214551609806,-0.4024548389919361
64.0,-0.45594569419482317,-0.44858379317131847
64.0,-0.4977789269491584,-0.49039264020161566
64.0,-0.5348182765266646,-0.5274787380308852
64.0,-0.5667070337304398,-0.5594849272637079
64.0,-0.5931380924097523,-0.586102970801409
64.0,-0.6138569070190262,-0.6070765223338179
64.0,-0.628663944047863,-0.6222035950943677
64.0,-0.6374166036231298,-0.6313385071030754
64.0,-0.6400305928592039,-0.6343932841636459
64.0,-0.6364807376170742,-0.6313385071030753
64.0,-0.6268012249402399,-0.6222035950943677
64.0,-0.6110852738105558,-0.6070765223338179
64.0,-0.589484237447173,-0.586102970801409
64.0,-0.5622061456317378,-0.5594849272637078
64.0,-0.5295137013006753,-0.5274787380308851
64.0,-0.49172175056843687,-0.4903926402016155
64.0,-0.44919425057187345,-0.4485837931713184
64.0,-0.4023407643816691,-0.4024548389919361
64.0,-0.3516125166892231,-0.3524500247088675
64.0,-0.29749804825583975,-0.2990509240190705
64.0,-0.24051851099090424,-0.24277179945310579
64.0,-0.18122264897738832,-0.18415464974584236
64.0,-0.12018151379544063,-0.12376399009235484
64.0,-0.05798296492897621,-0.0621814155579989
64.0,0.005326621210139877,1.731912112470987e-16
64.0,0.07511082866619073,0.06930858459954568
64.0,0.1441716777919809,0.13794968964147186
64.0,0.21184407484459666,0.20526226376117884
64.0,0.2774762976534804,0.270598050073099
64.0,0.3404362720295945,0.3333278292388735
64.0,0.4001176590125173,0.3928474791935511
64.0,0.45594569420274117,0.4485837931713185
64.0,0.5073827231121993,0.5000000000000002
64.0,0.5539333790331162,0.5466009335008788
64.0,0.595149353704942,0.5879378012096796
64.0,0.6306337147632348,0.6236125064933358
64.0,0.660044728407774,0.6532814824381883
64.0,0.683099150496619,0.6766590005871765
64.0,0.6995749543526503,0.6935199226610739
64.0,0.7093134689701484,0.7037018687631914
64.0,0.712220907124973,0.7071067811865477
64.0,0.7082692686095704,0.7037018687631914
64.0,0.6974966098592148,0.6935199226610738
64.0,0.680006677458089,0.6766590005871764
64.0,0.6559679090351713,0.6532814824381883
64.0,0.6256118110521396,0.6236125064933357
64.0,0.5892307293380767,0.5879378012096795
64.0,0.547175033594462,0.5466009335008787
64.0,0.4998497431557493,0.5000000000000001
64.0,0.44771062644727216,0.4485837931713181
64.0,0.39125981165991564,0.392847479193551
64.0,0.33104095101088604,0.33332782923887333
64.0,0.267633985027253,0.2705980500730985
64.0,0.20164955746643226,0.20526226376117856
64.0,0.1337231344384047,0.1379496896414716
64.0,0.06450888452529391,0.06930858459954574
64.0,-0.005326621208458237,-8.659560562354935e-17
64.0,-0.07511082867273905,-0.0693085845995459
64.0,-0.14417167779134946,-0.13794968964147178
64.0,-0.2118440748451114,-0.20526226376117876
64.0,-0.2774762976546606,-0.2705980500730986
64.0,-0.3404362720342244,-0.3333278292388735
64.0,-0.40011765900729857,-0.3928474791935511
64.0,-0.4559456941965439,-0.44858379317131825
64.0,-0.507382723102829,-0.5000000000000001
64.0,-0.5539333790310284,-0.546600933500879
64.0,-0.5951493537068344,-0.5879378012096795
64.0,-0.630633714761248,-0.6236125064933358
64.0,-0.6600447284050496,-0.6532814824381884
64.0,-0.6830991505016518,-0.6766590005871765
64.0,-0.6995749543558013,-0.6935199226610739
64.0,-0.7093134689693341,-0.7037018687631914
64.0,-0.7122209071243898,-0.7071067811865477
64.0,-0.7082692686093459,-0.7037018687631913
64.0,-0.6974966098628765,-0.6935199226610739
64.0,-0.6800066774647552,-0.6766590005871765
64.0,-0.6559679090333518,-0.6532814824381884
64.0,-0.6256118110545139,-0.6236125064933357
64.0,-0.589230729339303,-0.5879378012096795
64.0,-0.5471750335908391,-0.5466009335008788
64.0,-0.49984974315470626,-0.5000000000000001
64.0,-0.44771062644912973,-0.44858379317131825
64.0,-0.3912598116602974,-0.3928474791935511
64.0,-0.3310409510041573,-0.33332782923887333
64.0,-0.2676339850251747,-0.27059805007309856
64.0,-0.20164955746787594,-0.2052622637611787
64.0,-0.13372313443499848,-0.13794968964147153
64.0,-0.06450888452630386,-0.06930858459954575
64.0,0.005827952567740131,1.8933295548362402e-16
64.0,0.08201332706233798,0.07576827408347257
64.0,0.157408868389725,0.15080685826836998
64.0,0.23128847626234944,0.2243930899687278
64.0,0.30294064967603057,0.2958182935469468
64.0,0.3716753390303418,0.36439460524757944
64.0,0.43683059168938915,0.429461597701324
64.0,0.497778926956785,0.4903926402016155
64.0,0.5539333790343617,0.5466009335008788
64.0,0.6047531498694592,0.597545161008064
64.0,0.6497488172704732,0.6427347019633297
64.0,0.6884870483823762,0.68173435638416
64.0,0.7205947728537716,0.714168536279103
64.0,0.7457627757407388,0.7397248827654445
64.0,0.763748675421785,0.7581572742560002
64.0,0.7743792578528342,0.7692881967445463
64.0,0.7775521447117846,0.7730104533627369
64.0,0.7732367793630669,0.7692881967445463
64.0,0.7614747211328049,0.7581572742560001
64.0,0.7423792450774279,0.7397248827654443
64.0,0.7161342510646271,0.714168536279103
64.0,0.6829924927402328,0.68173435638416
64.0,0.6432731433442211,0.6427347019633296
