steps,L_inf_cipher_plain_LW,L_inf_cipher_plain_FD
38.0,2.8820718555033764e-6,1.2190613579016185e-6
39.0,2.803232287074131e-6,1.1665586076015089e-6
40.0,2.730944432260962e-6,1.1386323742756943e-6
41.0,3.1815180253635944e-6,1.0174646800920062e-6
42.0,3.406954305874843e-6,1.196260268510052e-6
43.0,4.064104536086188e-6,9.842854907793352e-7
44.0,3.7244445844075713e-6,1.0110701130928296e-6
45.0,4.160447432122183e-6,8.781412234593056e-7
46.0,4.058650335300729e-6,2.4769460088558404e-6
47.0,3.893814544464469e-6,2.0005104755249636e-6
48.0,4.121897827835674e-6,1.80602887489556e-6
49.0,3.5379604849117285e-6,1.5441319795028718e-6
50.0,2.948247175865726e-6,1.5265839304334783e-6
51.0,3.5754849338140438e-6,1.3255024823299877e-6
52.0,3.070213040648473e-6,1.4813222914966673e-6
53.0,2.830798049080485e-6,1.248646540497056e-6
54.0,4.5891791642937996e-6,1.2996223583139344e-6
55.0,4.327412721152543e-6,1.2336637985610466e-6
56.0,4.016572582865585e-6,1.1298475670051822e-6
57.0,3.891625542373767e-6,9.906668041459454e-7
58.0,3.8819374569287746e-6,2.6037999125982925e-6
59.0,3.958634793743698e-6,1.8604771098162942e-6
60.0,3.4512068963765685e-6,2.0629393792104267e-6
61.0,3.5093013784903704e-6,1.8678980033826065e-6
62.0,3.6881319815940117e-6,1.4906040421078237e-6
63.0,3.690949072987504e-6,1.7318574049296487e-6
64.0,3.3820627178549056e-6,1.6549021180090051e-6
65.0,4.475452233587696e-6,1.3051108430639502e-6
66.0,4.567967112983906e-6,1.4930701289772585e-6
67.0,4.74301916747466e-6,1.313460444629655e-6
68.0,4.6729496673003634e-6,1.0673649719628031e-6
69.0,4.345447593812057e-6,1.0924486052443783e-6
70.0,3.960306362474353e-6,3.0324152024141515e-6
71.0,4.268829229062132e-6,2.273820487036504e-6
72.0,4.015972614173887e-6,1.8161591229248764e-6
73.0,3.651805815407805e-6,1.6648735980950846e-6
74.0,4.162537668217503e-6,1.51345776577827e-6
75.0,3.4692908734701433e-6,1.4820635944046145e-6
76.0,4.589678861965929e-6,1.4702617332496004e-6
77.0,4.5865048439591716e-6,1.4731924289357323e-6
78.0,4.7982639816979145e-6,1.1830057807041272e-6
79.0,4.6363219443519565e-6,1.222904971842631e-6
80.0,4.789768357132962e-6,1.2582003698913269e-6
81.0,4.638311494775671e-6,1.095700242093045e-6
82.0,3.903071916638856e-6,2.4942466693711474e-6
83.0,3.7874122155168166e-6,2.473396455152793e-6
84.0,3.9584309492468606e-6,1.6845712174640148e-6
85.0,3.932736726719455e-6,1.7584543156035082e-6
86.0,4.048473561391042e-6,1.6390328436144408e-6
87.0,5.1328581853749e-6,1.5936234734059695e-6
88.0,4.928625471245507e-6,1.632994493405704e-6
89.0,4.887253393648372e-6,1.4118082976855018e-6
90.0,4.727543242627474e-6,1.5317684810556287e-6
91.0,3.91890575274223e-6,1.5411320660740913e-6
92.0,4.417156041006121e-6,1.2334193705276775e-6
93.0,4.361691782431287e-6,1.4526375493595367e-6
94.0,4.5364788785473564e-6,2.5062201926672606e-6
95.0,3.709696188014533e-6,2.4398943153369768e-6
96.0,4.124964043117352e-6,2.1177105082315073e-6
97.0,4.136118062048055e-6,1.7329397037357808e-6
98.0,5.293420721488862e-6,1.814106910247304e-6
99.0,5.04419512825649e-6,1.6777060596329108e-6
100.0,4.499926246626096e-6,1.3895971291422171e-6
101.0,5.226445536243851e-6,1.5317649983432463e-6
102.0,4.567030949198525e-6,1.4716876717280059e-6
103.0,4.942027526266823e-6,1.3166871142278325e-6
104.0,4.7571088898079594e-6,1.3996258143578189e-6
105.0,4.9317546761962205e-6,1.3274067837132364e-6
106.0,3.943287227192727e-6,2.5681426401615026e-6
107.0,4.444452903373808e-6,2.3254459383670323e-6
108.0,4.658230362844518e-6,2.1638633281861885e-6
109.0,5.306707689001211e-6,1.9060139246004915e-6
110.0,4.979089763518241e-6,1.7158344313150664e-6
111.0,5.429998212985732e-6,1.753558725337001e-6
112.0,4.413869561070705e-6,1.4247223059371539e-6
113.0,4.731032691052128e-6,1.4483861919822871e-6
114.0,4.194921480182856e-6,1.6732906910066347e-6
115.0,4.617662458239469e-6,1.5866130050889993e-6
116.0,3.8356387330740205e-6,1.6276918326507683e-6
117.0,4.498364144900346e-6,1.5991344370913652e-6
118.0,5.29696781259581e-6,2.5359730270180236e-6
119.0,3.9128258546572425e-6,2.2328750327801905e-6
120.0,5.464755596373827e-6,2.1581774684031885e-6
121.0,5.447523515833552e-6,1.877775753222899e-6
122.0,4.886315342234049e-6,1.8961836134590015e-6
123.0,4.625574840599889e-6,1.9133154186556922e-6
124.0,4.756248803867991e-6,1.7412934090188514e-6
125.0,5.154054049549828e-6,1.6868423347027317e-6
126.0,4.7011433976784645e-6,1.5155549145662306e-6
127.0,4.545817100742866e-6,1.934057936692213e-6
128.0,4.307277233828177e-6,1.6629659715938772e-6
129.0,4.86662858617537e-6,1.6380031955254282e-6
130.0,4.187131379139453e-6,3.18486668637874e-6
131.0,6.590506541614971e-6,2.4135052354434805e-6
132.0,5.479839816829868e-6,1.9693301008816277e-6
133.0,5.600994345711374e-6,1.860727049551869e-6
134.0,5.069799834056532e-6,2.1581240062795715e-6
135.0,6.252914616644567e-6,2.0105341732579163e-6
136.0,4.813364509637097e-6,2.0828175677500838e-6
137.0,5.042241719488416e-6,1.9269666219345893e-6
138.0,4.676171247330885e-6,1.7153268901948238e-6
139.0,4.721622512859902e-6,1.851350477366509e-6
140.0,4.7819103810020636e-6,1.6119073952269858e-6
141.0,4.716386938885542e-6,1.8932512039215865e-6
142.0,6.061558710801496e-6,3.5277118616283687e-6
143.0,6.47502035411307e-6,2.366906690975945e-6
144.0,5.5329779359292175e-6,2.2041976176501166e-6
145.0,5.690042202965984e-6,2.0981746161607973e-6
146.0,5.312839652216184e-6,1.8404498237645228e-6
147.0,4.7997934474741655e-6,1.7153149571846882e-6
148.0,4.544936145323142e-6,1.8445683871437524e-6
149.0,5.113587811411691e-6,1.6738830634910329e-6
150.0,4.659675758467152e-6,1.4904389863956702e-6
151.0,4.528336860487592e-6,1.675113326937705e-6
152.0,4.816300069987456e-6,1.439996179741776e-6
153.0,6.963041830898575e-6,1.4622348232509394e-6
154.0,5.822322852511164e-6,2.867602992506768e-6
155.0,5.566769919473913e-6,2.4882350573296463e-6
156.0,5.473154837454253e-6,2.016753370914781e-6
157.0,4.7960923812429e-6,1.8372211341710631e-6
158.0,5.300129098328998e-6,1.9042990736517496e-6
159.0,5.483324657662436e-6,1.6768805103373197e-6
160.0,4.685654453717714e-6,2.0289055302491477e-6
161.0,4.7174256582183105e-6,1.6158187142178981e-6
162.0,4.5575260070318535e-6,1.8113055874069417e-6
163.0,5.035882873816178e-6,1.5378578344105165e-6
164.0,5.596490370352036e-6,1.4603053786199638e-6
165.0,5.930617705429686e-6,1.582883388140388e-6
166.0,5.329362958161887e-6,3.2364443663668307e-6
167.0,5.756245067489729e-6,2.475575114124773e-6
168.0,5.515187636973007e-6,1.980018333763711e-6
169.0,4.919692397353792e-6,2.3356342022662346e-6
170.0,5.529075066346145e-6,1.96835710497556e-6
171.0,5.122753171521444e-6,2.2073669014854858e-6
172.0,4.822951060690084e-6,1.8548763878190044e-6
173.0,4.601226570866146e-6,1.8326604106222444e-6
174.0,5.0797888148657044e-6,1.7824799517507373e-6
175.0,7.12461315788282e-6,1.7262717066923727e-6
176.0,6.3497620977162085e-6,1.7358774837550328e-6
177.0,5.746810624374099e-6,1.8152831137152603e-6
178.0,6.018162538312666e-6,2.7359198396803563e-6
179.0,5.555623623476613e-6,2.984822010665411e-6
180.0,6.630380457117724e-6,2.502714453234134e-6
181.0,5.48431705571506e-6,2.4495927971601716e-6
182.0,5.265528854936363e-6,2.0499512694005517e-6
183.0,4.635457468316062e-6,1.9459557611956058e-6
184.0,5.2979405852915384e-6,2.289658558640717e-6
185.0,4.8410247401875495e-6,1.990764972870096e-6
186.0,5.912485248837918e-6,2.0290235746012186e-6
187.0,5.573239026612775e-6,2.0712275199397112e-6
188.0,5.755611626079293e-6,1.8758480467839789e-6
189.0,5.603002845244731e-6,1.8252921605288464e-6
190.0,5.8902100406044156e-6,2.7068846412577063e-6
191.0,5.592583915525751e-6,2.4024726797966522e-6
192.0,5.750470348342418e-6,2.3734348671977656e-6
193.0,6.039390020307067e-6,2.1048203459050896e-6
194.0,5.453831497193029e-6,1.982847463666282e-6
195.0,5.530523413455057e-6,1.8442776774652003e-6
196.0,4.51444104132559e-6,2.0454795497393263e-6
197.0,6.321405421005899e-6,2.0612568987221636e-6
198.0,6.099751054866598e-6,1.9156401090958397e-6
199.0,6.656692939199793e-6,2.0699614704522418e-6
200.0,6.444517916315284e-6,1.6756546399321337e-6
201.0,5.087574204143408e-6,1.7466324462311889e-6
202.0,5.780204071562101e-6,3.107334739294032e-6
203.0,5.551889612931404e-6,2.4985701823077022e-6
204.0,5.219793572264209e-6,2.1377106526054845e-6
205.0,5.138348666444692e-6,2.1343482030644623e-6
206.0,6.1563053955771e-6,1.909367110974891e-6
207.0,5.095544702848898e-6,2.1052559910916813e-6
208.0,6.932110224178167e-6,1.7967258423290389e-6
209.0,7.253491040914994e-6,2.018364063993694e-6
210.0,5.974313219025973e-6,2.0230225481476793e-6
211.0,6.3010202787094904e-6,1.8856471200034974e-6
212.0,5.729951618904661e-6,1.5921370528637624e-6
213.0,5.504182724602735e-6,1.576170027828283e-6
214.0,5.962459232178308e-6,2.9597367287026444e-6
215.0,5.127859261822021e-6,2.365509462642912e-6
216.0,5.294944614209207e-6,2.2238633722304613e-6
217.0,6.5148084277266705e-6,2.238684668198765e-6
218.0,5.035501327688152e-6,1.9165798893494568e-6
219.0,6.0211722262559775e-6,1.8127988611338353e-6
220.0,5.888940179499258e-6,1.9741287307084576e-6
221.0,6.481779864841997e-6,1.80727022136562e-6
222.0,5.67640169435446e-6,1.9328378205174523e-6
223.0,5.86355226961377e-6,1.9357446928713884e-6
224.0,5.898427548167717e-6,1.7916740540080411e-6
225.0,5.3328420366316465e-6,1.863182972683397e-6
226.0,5.6714092212528655e-6,3.0466540783535834e-6
227.0,5.302109625016094e-6,2.343820560912757e-6
228.0,5.21441771839104e-6,2.4706572258059722e-6
229.0,5.528455509384855e-6,2.0637326876293827e-6
230.0,6.815849366764715e-6,2.1172712324490917e-6
231.0,6.4438701873892335e-6,1.8837662180137826e-6
232.0,6.46286573591226e-6,1.8379069568474904e-6
233.0,5.833378267428024e-6,2.14774220219649e-6
234.0,6.637776360229886e-6,2.19739318230161e-6
235.0,5.885447224351914e-6,1.686464758954287e-6
236.0,5.603968707967866e-6,1.592492917645849e-6
237.0,5.7740741115086536e-6,1.6448194600782173e-6
238.0,5.425474286280263e-6,2.8620808361079497e-6
239.0,5.699750629167832e-6,2.305022078541441e-6
240.0,5.741330423081337e-6,2.079761315054718e-6
241.0,7.508975968462117e-6,2.137512963074073e-6
242.0,6.101199224450848e-6,2.075701084902626e-6
243.0,6.136523008015704e-6,2.0336807283749536e-6
244.0,6.511849683477067e-6,1.6621974723296518e-6
245.0,6.2396473915898865e-6,1.6618795681822007e-6
246.0,7.148792993683095e-6,1.812979245618962e-6
247.0,5.6529101795099734e-6,1.6212401412474264e-6
248.0,5.77232446008491e-6,1.584475584293088e-6
249.0,6.330868539738965e-6,1.6905109456732959e-6
250.0,5.819269363604995e-6,2.5665059119051037e-6
251.0,6.280382104678628e-6,2.826122683874388e-6
252.0,5.894747015289248e-6,2.1563361861653974e-6
253.0,6.782875249133902e-6,1.9936189518676706e-6
254.0,6.549309703562933e-6,1.890576996510518e-6
255.0,6.2935999516344765e-6,1.8765598435166453e-6
256.0,6.993415178402351e-6,1.6279376510164312e-6
