encrypt_error,encrypt_time,decrypt_error,decrypt_time,addition_cipher_error,addition_cipher_time,addition_plain_error,addition_plain_time,addition_scalar_error,addition_scalar_time,multiplication_cipher_error,multiplication_cipher_time,multiplication_plain_error,multiplication_plain_time,multiplication_scalar_error,multiplication_scalar_time,rotate_error,rotate_time,bootstrap_error,bootstrap_time,double_bootstrap_error,double_bootstrap_time
0.5471698113207547,18.387823532384562,0.5471698113207547,32.29571374670834,1.0,1.0,0.6018867924528302,0.9578479377224492,0.7886792452830189,0.561568315735241,0.8301886792452831,64.7288795352131,0.4716981132075472,11.159123081732742,0.5886792452830188,5.531713347633712,0.6286163522012579,49.863408129675975,2.6837794452830188e7,2462.1656188860993,5362.518867924528,4901.947236339987
