steps,timer_ciph_comp_vec_FD,timer_ciph_conf_vec_FD,timer_ciph_comp_vec_LW,timer_ciph_conf_vec_LW,timer_plain_comp_vec_FD,timer_plain_conf_vec_FD,timer_plain_comp_vec_LW,timer_plain_conf_vec_LW
32.0,75.431963634,93.27096776200001,113.10048481400001,100.995707138,3.1751e-5,6.611000000000001e-6,7.069100000000033e-5,1.251e-5
33.0,76.391355925,93.27096776200001,114.55692699100001,100.995707138,3.344099999999994e-5,6.611000000000001e-6,7.244100000000035e-5,1.251e-5
34.0,77.32795487,93.27096776200001,115.89730934,100.995707138,3.454099999999991e-5,6.611000000000001e-6,7.421100000000024e-5,1.251e-5
35.0,78.168501563,93.27096776200001,117.178668122,100.995707138,3.536099999999981e-5,6.611000000000001e-6,7.554100000000015e-5,1.251e-5
36.0,78.986461073,93.27096776200001,118.350771725,100.995707138,3.617099999999977e-5,6.611000000000001e-6,7.75210000000001e-5,1.251e-5
37.0,79.74585021300001,93.27096776200001,119.475540928,100.995707138,3.6910999999999715e-5,6.611000000000001e-6,7.906100000000006e-5,1.251e-5
38.0,80.48360222000001,93.27096776200001,120.495030982,100.995707138,3.755099999999982e-5,6.611000000000001e-6,8.047100000000036e-5,1.251e-5
39.0,81.116313452,93.27096776200001,121.46058416100001,100.995707138,3.863099999999991e-5,6.611000000000001e-6,8.180100000000027e-5,1.251e-5
40.0,81.725301308,93.27096776200001,122.32239117200001,100.995707138,3.928099999999995e-5,6.611000000000001e-6,8.455099999999998e-5,1.251e-5
41.0,82.25286852400001,93.27096776200001,123.13935326200001,100.995707138,4.0291000000000025e-5,6.611000000000001e-6,8.665100000000009e-5,1.251e-5
42.0,170.327760758,93.27096776200001,212.29543511900002,100.995707138,4.1470999999999956e-5,6.611000000000001e-6,8.900100000000001e-5,1.251e-5
43.0,172.31478021,93.27096776200001,215.28985205400002,100.995707138,4.242099999999995e-5,6.611000000000001e-6,9.120100000000039e-5,1.251e-5
44.0,174.261150751,93.27096776200001,218.106323206,100.995707138,4.3061000000000054e-5,6.611000000000001e-6,9.334100000000026e-5,1.251e-5
45.0,176.09001862800002,93.27096776200001,220.909409524,100.995707138,4.411099999999989e-5,6.611000000000001e-6,9.516100000000029e-5,1.251e-5
46.0,177.87507131700002,93.27096776200001,223.575357453,100.995707138,4.4800999999999695e-5,6.611000000000001e-6,9.647100000000032e-5,1.251e-5
47.0,179.56166768900002,93.27096776200001,226.15265949500002,100.995707138,4.556099999999995e-5,6.611000000000001e-6,9.781100000000017e-5,1.251e-5
48.0,181.202976452,93.27096776200001,228.598002291,100.995707138,4.625099999999976e-5,6.611000000000001e-6,0.000100162,1.251e-5
49.0,182.760338608,93.27096776200001,230.987502398,100.995707138,4.723100000000001e-5,6.611000000000001e-6,0.00010539200000000016,1.251e-5
50.0,184.25768258800002,93.27096776200001,233.24856298,100.995707138,4.8190999999999946e-5,6.611000000000001e-6,0.00010804200000000003,1.251e-5
51.0,185.69363517500003,93.27096776200001,235.46245505200002,100.995707138,4.897099999999965e-5,6.611000000000001e-6,0.00010978200000000011,1.251e-5
52.0,187.05412489600002,93.27096776200001,237.512727874,100.995707138,4.958099999999993e-5,6.611000000000001e-6,0.00011115200000000021,1.251e-5
53.0,188.314519622,93.27096776200001,239.50585039600003,100.995707138,5.029100000000005e-5,6.611000000000001e-6,0.000112502,1.251e-5
54.0,189.408519734,93.27096776200001,241.108321181,100.995707138,5.09009999999999e-5,6.611000000000001e-6,0.00011433200000000041,1.251e-5
55.0,190.413529019,93.27096776200001,242.64520620800002,100.995707138,5.1500999999999804e-5,6.611000000000001e-6,0.00011583200000000017,1.251e-5
56.0,191.40234990800002,93.27096776200001,244.08282430600002,100.995707138,5.3040999999999765e-5,6.611000000000001e-6,0.00011781200000000012,1.251e-5
57.0,192.301554557,93.27096776200001,245.46365431700002,100.995707138,5.408099999999966e-5,6.611000000000001e-6,0.00012023200000000006,1.251e-5
58.0,193.173789669,93.27096776200001,246.718367561,100.995707138,5.4891000000000054e-5,6.611000000000001e-6,0.00012224200000000027,1.251e-5
59.0,193.96203004,93.27096776200001,247.93011065500002,100.995707138,5.561099999999968e-5,6.611000000000001e-6,0.0001236420000000002,1.251e-5
60.0,194.725912491,93.27096776200001,249.03020921100003,100.995707138,5.6950999999999963e-5,6.611000000000001e-6,0.0001250120000000003,1.251e-5
61.0,195.408021189,93.27096776200001,250.083606688,100.995707138,5.784099999999988e-5,6.611000000000001e-6,0.0001265620000000002,1.251e-5
62.0,196.06668066400002,93.27096776200001,251.02408341900002,100.995707138,5.871099999999992e-5,6.611000000000001e-6,0.00012869200000000013,1.251e-5
63.0,196.650262811,93.27096776200001,251.92389850600003,100.995707138,5.943099999999998e-5,6.611000000000001e-6,0.00013013200000000025,1.251e-5
64.0,197.20933845300002,93.27096776200001,252.71571057900002,100.995707138,6.015100000000004e-5,6.611000000000001e-6,0.0001323320000000002,1.251e-5
65.0,285.50329605,93.27096776200001,342.17794520200005,100.995707138,6.113199999999977e-5,6.611000000000001e-6,0.0001341220000000004,1.251e-5
66.0,287.544867259,93.27096776200001,345.171565121,100.995707138,6.185199999999983e-5,6.611000000000001e-6,0.00013550200000000002,1.251e-5
67.0,289.43923463000004,93.27096776200001,348.080153343,100.995707138,6.320200000000005e-5,6.611000000000001e-6,0.00013687200000000012,1.251e-5
68.0,291.32617147300004,93.27096776200001,350.893654285,100.995707138,6.393200000000005e-5,6.611000000000001e-6,0.00013840200000000014,1.251e-5
69.0,293.07846285600004,93.27096776200001,353.582853193,100.995707138,6.459200000000003e-5,6.611000000000001e-6,0.0001405120000000002,1.251e-5
70.0,294.79342821800003,93.27096776200001,356.16552938,100.995707138,6.52319999999997e-5,6.611000000000001e-6,0.00014196200000000025,1.251e-5
71.0,296.41176444800004,93.27096776200001,358.673899789,100.995707138,6.660199999999981e-5,6.611000000000001e-6,0.00014414200000000032,1.251e-5
72.0,297.99631582200004,93.27096776200001,361.06033356100005,100.995707138,6.724199999999991e-5,6.611000000000001e-6,0.00014628200000000018,1.251e-5
73.0,299.465344516,93.27096776200001,363.3427143,100.995707138,6.86319999999999e-5,6.611000000000001e-6,0.00014913300000000008,1.251e-5
74.0,300.92737790200005,93.27096776200001,365.511532615,100.995707138,6.931199999999976e-5,6.611000000000001e-6,0.00015049300000000024,1.251e-5
75.0,302.252492238,93.27096776200001,367.602613577,100.995707138,7.003199999999982e-5,6.611000000000001e-6,0.00015196300000000018,1.251e-5
76.0,303.53322061100005,93.27096776200001,369.55402017600005,100.995707138,7.080200000000002e-5,6.611000000000001e-6,0.00015369300000000032,1.251e-5
77.0,304.592898128,93.27096776200001,371.159090056,100.995707138,7.1462e-5,6.611000000000001e-6,0.0001552630000000001,1.251e-5
78.0,305.628439937,93.27096776200001,372.64859521600005,100.995707138,7.256199999999997e-5,6.611000000000001e-6,0.00015721300000000023,1.251e-5
79.0,306.58452052,93.27096776200001,374.103967442,100.995707138,7.329199999999998e-5,6.611000000000001e-6,0.00015903300000000026,1.251e-5
80.0,307.51565796700004,93.27096776200001,375.44673975,100.995707138,7.402199999999998e-5,6.611000000000001e-6,0.000161193,1.251e-5
81.0,308.354156945,93.27096776200001,376.72704793,100.995707138,7.510200000000007e-5,6.611000000000001e-6,0.00016289300000000033,1.251e-5
82.0,309.167297878,93.27096776200001,377.904387471,100.995707138,7.594199999999985e-5,6.611000000000001e-6,0.0001643430000000004,1.251e-5
83.0,309.903210064,93.27096776200001,379.03674755000003,100.995707138,7.673199999999993e-5,6.611000000000001e-6,0.00016606300000000015,1.251e-5
84.0,310.609979634,93.27096776200001,380.05540927500004,100.995707138,7.7962e-5,6.611000000000001e-6,0.00016747300000000001,1.251e-5
85.0,311.238512233,93.27096776200001,381.02920137,100.995707138,7.876200000000002e-5,6.611000000000001e-6,0.0001699630000000004,1.251e-5
86.0,311.875245859,93.27096776200001,381.891847014,100.995707138,7.95119999999999e-5,6.611000000000001e-6,0.00017183300000000014,1.251e-5
87.0,312.408514942,93.27096776200001,382.71152092600005,100.995707138,8.027199999999972e-5,6.611000000000001e-6,0.00017373300000000013,1.251e-5
88.0,400.563126795,93.27096776200001,471.988891796,100.995707138,8.11919999999999e-5,6.611000000000001e-6,0.00017517300000000026,1.251e-5
89.0,402.559218266,93.27096776200001,474.98583517400004,100.995707138,8.231199999999975e-5,6.611000000000001e-6,0.00017745300000000016,1.251e-5
90.0,404.484932265,93.27096776200001,477.86622950400005,100.995707138,8.324199999999986e-5,6.611000000000001e-6,0.00017957300000000015,1.251e-5
91.0,406.32883745600003,93.27096776200001,480.70145148800003,100.995707138,8.387200000000003e-5,6.611000000000001e-6,0.00018105300000000003,1.251e-5
92.0,408.104821607,93.27096776200001,483.358082371,100.995707138,8.477199999999989e-5,6.611000000000001e-6,0.00018328300000000023,1.251e-5
93.0,409.79862448,93.27096776200001,485.95686767100005,100.995707138,8.550199999999989e-5,6.611000000000001e-6,0.00018484300000000007,1.251e-5
94.0,411.41985649400004,93.27096776200001,488.41759380400003,100.995707138,8.634199999999967e-5,6.611000000000001e-6,0.0001865730000000002,1.251e-5
95.0,412.986418672,93.27096776200001,490.79550420400005,100.995707138,8.736199999999968e-5,6.611000000000001e-6,0.0001881830000000002,1.251e-5
96.0,414.473611224,93.27096776200001,493.06092190400005,100.995707138,8.810200000000006e-5,6.611000000000001e-6,0.00018966300000000007,1.251e-5
97.0,415.86719575200004,93.27096776200001,495.25651909500004,100.995707138,8.916199999999984e-5,6.611000000000001e-6,0.00019209300000000038,1.251e-5
98.0,417.22488974000004,93.27096776200001,497.32581162300005,100.995707138,8.998199999999974e-5,6.611000000000001e-6,0.0001935830000000002,1.251e-5
99.0,418.488944171,93.27096776200001,499.31379017800003,100.995707138,9.082199999999995e-5,6.611000000000001e-6,0.0002002540000000004,1.251e-5
100.0,419.584238432,93.27096776200001,500.895235348,100.995707138,9.180199999999977e-5,6.611000000000001e-6,0.0002018240000000002,1.251e-5
101.0,420.590318185,93.27096776200001,502.417100192,100.995707138,9.296199999999982e-5,6.611000000000001e-6,0.00020318400000000035,1.251e-5
102.0,421.57928252500005,93.27096776200001,503.850586291,100.995707138,9.379199999999966e-5,6.611000000000001e-6,0.00020475400000000013,1.251e-5
103.0,422.479239704,93.27096776200001,505.22438688000005,100.995707138,9.453200000000004e-5,6.611000000000001e-6,0.00020666400000000007,1.251e-5
104.0,423.349064005,93.27096776200001,506.48199760700004,100.995707138,9.51719999999997e-5,6.611000000000001e-6,0.00020823400000000028,1.251e-5
105.0,424.13747242100004,93.27096776200001,507.687793359,100.995707138,9.647199999999979e-5,6.611000000000001e-6,0.00021007400000000063,1.251e-5
106.0,424.90738656300005,93.27096776200001,508.78394089600005,100.995707138,9.797199999999999e-5,6.611000000000001e-6,0.00021207400000000003,1.251e-5
107.0,425.590223023,93.27096776200001,509.83497525,100.995707138,9.879199999999989e-5,6.611000000000001e-6,0.00021349400000000027,1.251e-5
108.0,426.25318384800005,93.27096776200001,510.77647041100005,100.995707138,0.00010014199999999968,6.611000000000001e-6,0.00021505400000000055,1.251e-5
109.0,426.8339158,93.27096776200001,511.672074542,100.995707138,0.000101402,6.611000000000001e-6,0.0002169940000000003,1.251e-5
110.0,427.399120562,93.27096776200001,512.45824694,100.995707138,0.00010218199999999971,6.611000000000001e-6,0.0002184540000000003,1.251e-5
111.0,515.6374055,93.27096776200001,602.202164504,100.995707138,0.000102862,6.611000000000001e-6,0.0002203040000000006,1.251e-5
112.0,517.688289442,93.27096776200001,605.294318564,100.995707138,0.0001039019999999999,6.611000000000001e-6,0.0002224839999999998,1.251e-5
113.0,519.6373123980001,93.27096776200001,608.234803132,100.995707138,0.00010493199999999986,6.611000000000001e-6,0.00022525399999999982,1.251e-5
114.0,521.507221996,93.27096776200001,611.069904531,100.995707138,0.00010572199999999993,6.611000000000001e-6,0.00022727399999999997,1.251e-5
115.0,523.279779413,93.27096776200001,613.765570766,100.995707138,0.00010643200000000005,6.611000000000001e-6,0.00022863400000000056,1.251e-5
116.0,525.020340471,93.27096776200001,616.341483474,100.995707138,0.00010733299999999982,6.611000000000001e-6,0.00023007399999999982,1.251e-5
117.0,526.6375923200001,93.27096776200001,618.837323577,100.995707138,0.00010823299999999968,6.611000000000001e-6,0.00023225399999999988,1.251e-5
118.0,528.2108938470001,93.27096776200001,621.220366009,100.995707138,0.000108983,6.611000000000001e-6,0.00023368400000000006,1.251e-5
119.0,529.686174743,93.27096776200001,623.538691551,100.995707138,0.00010979299999999996,6.611000000000001e-6,0.00023562399999999982,1.251e-5
120.0,531.122126041,93.27096776200001,625.705906518,100.995707138,0.00011057299999999966,6.611000000000001e-6,0.00023881399999999995,1.251e-5
121.0,532.447580781,93.27096776200001,627.8087216910001,100.995707138,0.00011143299999999976,6.611000000000001e-6,0.00024074400000000063,1.251e-5
122.0,533.740272641,93.27096776200001,629.793359955,100.995707138,0.00011216299999999976,6.611000000000001e-6,0.00024213400000000019,1.251e-5
123.0,534.803963857,93.27096776200001,631.400590895,100.995707138,0.00011310299999999981,6.611000000000001e-6,0.00024369400000000046,1.251e-5
124.0,535.842476907,93.27096776200001,632.8919179630001,100.995707138,0.00011397299999999985,6.611000000000001e-6,0.00024504400000000025,1.251e-5
125.0,536.8073748950001,93.27096776200001,634.3500684180001,100.995707138,0.00011465299999999972,6.611000000000001e-6,0.0002464640000000005,1.251e-5
126.0,537.744033046,93.27096776200001,635.6940009780001,100.995707138,0.0001153129999999997,6.611000000000001e-6,0.0002478939999999998,1.251e-5
127.0,538.58423084,93.27096776200001,636.9783380920001,100.995707138,0.00011606300000000002,6.611000000000001e-6,0.0002500050000000006,1.251e-5
128.0,539.4033826,93.27096776200001,638.1567257070001,100.995707138,0.00011679300000000002,6.611000000000001e-6,0.00025154500000000015,1.251e-5
